Payment,Product line,Invoice ID,Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,date,Time,cogs,gross income,Rating,day_of_week,hour,profit_margin,rush_hour,spending_category,rating_sentiment,avg_product_rating,total_revenue,avg_transaction,num_transactions
Credit card,Health and beauty,152089985,b,mandalay,Member,male,6436,9,28962,608202,20190312,1209,57924,28962,86,3,12,004761904537901582,yes,high,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Home and lifestyle,668908900,a,yangon,Normal,female,9369,7,327915,6886215,20190310,1844,65583,327915,45,1,18,0047619046300091956,yes,high,neutral,68.375,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,796329050,a,yangon,Normal,male,5128,6,15384,323064,20190119,1631,30768,15384,65,7,16,0047619047759617485,no,medium,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Health and beauty,730618757,b,mandalay,Member,male,5113,4,10226,214746,20190125,1011,20452,10226,40,6,10,004761904635020735,no,medium,negative,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,320852052,b,mandalay,Normal,female,3481,1,17405,365505,20190114,1011,3481,17405,70,2,10,0047619048240284866,no,low,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,604706476,a,yangon,Member,male,1794,5,4485,94185,20190123,1404,897,4485,68,4,14,004761905027097575,no,low,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Home and lifestyle,345084992,a,yangon,Normal,male,3399,6,10197,214137,20190308,1537,20394,10197,77,6,15,004761904698282318,no,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,511543087,b,mandalay,Normal,male,8845,1,44225,928725,20190225,1636,8845,44225,95,2,16,004761905030845354,no,low,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,435134908,a,yangon,Member,male,8668,8,34672,728112,20190124,1804,69344,34672,72,5,18,004761904886646732,yes,high,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,373094567,c,naypyitaw,Normal,male,7756,10,3878,81438,20190314,2035,7756,3878,69,5,20,004761904583460056,no,high,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Ewallet,Sports and travel,751156198,b,mandalay,Normal,male,2301,6,6903,144963,20190112,1645,13806,6903,79,7,16,0047619047619047616,no,medium,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,175542529,a,yangon,Member,male,2217,8,8868,186228,20190303,1701,17736,8868,96,1,17,004761904859447695,yes,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Fashion accessories,655855130,b,mandalay,Member,female,383,4,766,16086,20190313,1922,1532,766,57,4,19,004761904648979081,no,medium,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,209610206,a,yangon,Normal,female,4291,5,107275,2252775,20190105,1729,21455,107275,61,7,17,004761904822380926,yes,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Credit card,Home and lifestyle,834831826,b,mandalay,Member,female,8204,5,2051,43071,20190225,1716,4102,2051,76,2,17,0047619049095175156,yes,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Credit card,Food and beverages,120542248,b,mandalay,Normal,female,2886,5,7215,151515,20190122,1808,1443,7215,80,3,18,004761904881795368,yes,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Food and beverages,316554634,b,mandalay,Member,male,8005,5,200125,4202625,20190126,1245,40025,200125,94,7,12,0047619048051282815,yes,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,289157034,a,yangon,Member,male,8233,4,16466,345786,20190111,1037,32932,16466,75,6,10,004761904499239059,no,medium,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,554533790,b,mandalay,Normal,male,3702,6,11106,233226,20190322,1833,22212,11106,45,6,18,00476190478137646,yes,medium,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,149611929,a,yangon,Normal,male,6419,10,32095,673995,20190119,1408,6419,32095,67,7,14,004761904977517343,no,high,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,133773154,b,mandalay,Member,male,6018,4,12036,252756,20190216,1804,24072,12036,94,7,18,00476190492360916,yes,medium,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,584664073,c,naypyitaw,Normal,male,565,1,2825,59325,20190313,1545,565,2825,96,4,15,004761904781042167,no,low,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Ewallet,Electronic accessories,583721480,c,naypyitaw,Member,male,3706,4,7412,155652,20190131,1624,14824,7412,97,5,16,0047619050974290374,no,medium,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Electronic accessories,512981403,a,yangon,Member,female,2648,3,3972,83412,20190321,1040,7944,3972,47,5,10,004761904476072302,no,low,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,394410748,c,naypyitaw,Member,female,5407,9,243315,5109615,20190127,1455,48663,243315,95,1,14,004761904708578164,no,high,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,390316381,c,naypyitaw,Normal,male,2722,3,4083,85743,20190107,1237,8166,4083,73,2,12,0047619051856180886,yes,low,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,311136971,b,mandalay,Member,male,3199,10,15995,335895,20190220,1518,3199,15995,99,4,15,0047619048835849234,no,medium,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Sports and travel,457120244,c,naypyitaw,Member,female,3522,6,10566,221886,20190314,1349,21132,10566,65,5,13,004761904720971073,yes,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,321497382,b,mandalay,Member,male,8831,1,44155,927255,20190215,1738,8831,44155,52,6,17,004761904835368472,yes,low,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Cash,Health and beauty,131708179,a,yangon,Member,female,9209,3,138135,2900835,20190217,1627,27627,138135,42,1,16,004761904965421964,no,medium,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Credit card,Electronic accessories,489821237,a,yangon,Normal,female,9388,7,32858,690018,20190105,1151,65716,32858,73,7,11,0047619049725105715,no,high,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,784080310,c,naypyitaw,Member,female,2104,4,4208,88368,20190113,1358,8416,4208,76,1,13,004761905173031546,yes,low,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,336782147,c,naypyitaw,Member,male,6391,8,25564,536844,20190313,1952,51128,25564,46,4,19,004761904660393567,no,high,neutral,68.375,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,746940204,a,yangon,Normal,male,8324,9,37458,786618,20190129,1156,74916,37458,74,3,11,004761904900461664,no,high,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,471412823,c,naypyitaw,Normal,male,9979,2,9979,209559,20190307,2037,19958,9979,80,5,20,004761904675221658,no,medium,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Home and lifestyle,733291227,c,naypyitaw,Normal,male,5561,7,194635,4087335,20190323,1241,38927,194635,85,7,12,00476190465079798,yes,medium,positive,68.375,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,497376538,a,yangon,Normal,male,5891,7,206185,4329885,20190117,1515,41237,206185,97,5,15,0047619047619047616,no,medium,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,740115257,c,naypyitaw,Normal,male,2474,10,1237,25977,20190224,1644,2474,1237,71,1,16,004761904919243016,no,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,751419720,c,naypyitaw,Normal,male,975,10,4875,102375,20190112,1618,9750,4875,80,7,16,0047619047619047616,no,high,positive,68.375,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,482171179,a,yangon,Member,male,1194,3,1791,37611,20190119,1247,3582,1791,81,7,12,004761904776997774,yes,low,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,452048808,b,mandalay,Normal,male,8708,7,30478,640038,20190126,1517,60956,30478,55,7,15,0047619046767603285,no,high,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,641432399,b,mandalay,Normal,male,2555,4,511,10731,20190126,2023,1022,511,57,7,20,004761904994662054,no,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,857163520,a,yangon,Member,female,7146,7,25011,525231,20190328,1606,50022,25011,45,5,16,0047619045371008965,no,high,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,409496995,c,naypyitaw,Member,female,4727,6,14181,297801,20190205,1017,28362,14181,88,3,10,0047619047619047616,no,medium,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,256088343,a,yangon,Normal,female,5653,4,11306,237426,20190304,1948,22612,11306,55,2,19,0047619047619047616,no,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Home and lifestyle,892056689,a,yangon,Normal,female,2832,5,708,14868,20190311,1328,1416,708,62,2,13,004761904945169754,yes,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,372625264,c,naypyitaw,Normal,female,526,9,2367,49707,20190116,1442,4734,2367,76,4,14,0047619047070878606,no,medium,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,499277781,b,mandalay,Normal,female,5321,8,21284,446964,20190314,1645,42568,21284,50,5,16,004761904965111569,no,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,156200370,b,mandalay,Normal,female,2545,1,12725,267225,20190310,1810,2545,12725,51,1,18,0047619049318479295,yes,low,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Home and lifestyle,530909855,a,yangon,Member,male,4759,8,19036,399756,20190101,1447,38072,19036,57,3,14,0047619044438193,no,medium,neutral,68.375,3.10603461E8,902917.0377906977,344
Cash,Food and beverages,316686352,a,yangon,Member,female,3636,2,3636,76356,20190121,1000,7272,3636,71,2,10,004761904479396459,no,low,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Ewallet,Health and beauty,565914567,b,mandalay,Normal,male,1075,8,43,903,20190315,1438,860,43,62,6,14,004761904812196081,no,low,neutral,70.03289473684211,2.96273397E8,858763.4695652174,345
Ewallet,Electronic accessories,365640515,a,yangon,Normal,female,4695,5,117375,2464875,20190212,1025,23475,117375,71,3,10,0047619047803288454,no,medium,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,687478271,a,yangon,Normal,male,9898,10,4949,103929,20190208,1620,9898,4949,87,6,16,004761904744426267,no,high,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,319742561,a,yangon,Member,female,9464,3,14196,298116,20190221,1655,28392,14196,55,5,16,0047619048380715276,no,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,797880493,a,yangon,Normal,female,6427,4,12854,269934,20190326,1354,25708,12854,77,3,13,004761904963789953,yes,medium,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,361852571,a,yangon,Normal,female,8948,5,2237,46977,20190330,1018,4474,2237,74,7,10,004761905051917303,no,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,479268945,b,mandalay,Member,female,1649,2,1649,34629,20190205,1132,3298,1649,46,3,11,004761904679941197,no,low,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,605724132,c,naypyitaw,Normal,female,9447,8,37788,793548,20190227,1512,75576,37788,91,4,15,004761904693231314,no,high,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,152682907,a,yangon,Normal,male,522,3,783,16443,20190215,1330,1566,783,95,6,13,0047619049276156344,yes,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,610464100,a,yangon,Normal,male,2895,7,101325,2127825,20190303,2031,20265,101325,60,1,20,004761904591164922,no,medium,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,305032383,a,yangon,Normal,female,671,3,10065,211365,20190215,1036,2013,10065,75,6,10,0047619044396205984,no,medium,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,862295914,c,naypyitaw,Normal,female,2238,1,1119,23499,20190130,1708,2238,1119,86,4,17,0047619044720218204,yes,low,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,374385555,b,mandalay,Normal,female,6371,5,159275,3344775,20190207,1930,31855,159275,85,5,19,004761904571822361,no,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Home and lifestyle,217581179,a,yangon,Member,male,6265,4,1253,26313,20190105,1125,2506,1253,42,7,11,00476190457205804,no,medium,neutral,68.375,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,554422417,c,naypyitaw,Normal,female,9544,10,4772,100212,20190109,1345,9544,4772,52,4,13,004761904906919133,yes,high,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,438014015,b,mandalay,Member,female,4949,4,9898,207858,20190321,1525,19796,9898,66,5,15,004761904608967932,no,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,709584068,b,mandalay,Normal,female,4109,10,20545,431445,20190228,1442,4109,20545,73,5,14,004761904698749928,no,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Fashion accessories,595274851,a,yangon,Normal,female,5428,7,18998,398958,20190127,1805,37996,18998,93,1,18,004761904465948895,yes,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Home and lifestyle,805860265,a,yangon,Normal,male,9396,9,42282,887922,20190320,1132,84564,42282,98,4,11,0047619049460279464,no,high,positive,68.375,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,360395055,c,naypyitaw,Member,male,4891,5,122275,2567775,20190309,1017,24455,122275,66,7,10,004761904814962055,no,medium,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,237016122,c,naypyitaw,Member,female,8079,9,363555,7634655,20190201,2031,72711,363555,95,6,20,0047619045715598184,no,high,positive,68.375,2.70194988E8,868794.1736334405,311
Credit card,Home and lifestyle,593651552,c,naypyitaw,Normal,female,6981,4,13962,293202,20190128,2050,27924,13962,59,2,20,004761904792882084,no,medium,neutral,68.375,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,677110152,c,naypyitaw,Normal,female,9326,9,41967,881307,20190116,1808,83934,41967,88,4,18,004761904617622946,yes,high,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,308474913,a,yangon,Member,female,5226,10,2613,54873,20190309,1245,5226,2613,62,7,12,0047619047784568234,yes,high,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,510095628,a,yangon,Member,female,1966,10,983,20643,20190315,1820,1966,983,72,6,18,0047619048939002984,yes,medium,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,358889262,c,naypyitaw,Member,female,8748,6,26244,551124,20190201,1843,52488,26244,51,6,18,0047619044652618674,yes,high,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,885560389,c,naypyitaw,Member,male,5235,1,26175,549675,20190212,1749,5235,26175,40,3,17,004761904989104335,yes,low,negative,70.29213483146067,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,290682984,a,yangon,Normal,male,2375,4,475,9975,20190316,1122,950,475,52,7,11,0047619047619047616,no,low,neutral,68.375,3.10603461E8,902917.0377906977,344
Cash,Food and beverages,162658559,c,naypyitaw,Member,male,6898,1,3449,72429,20190121,2013,6898,3449,48,2,20,0047619045424543795,no,low,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,746545508,a,yangon,Normal,male,2152,6,6456,135576,20190117,1248,12912,6456,94,5,12,004761904510681861,yes,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,815111168,a,yangon,Member,male,9978,5,24945,523845,20190309,1909,4989,24945,54,7,19,0047619049699650785,no,high,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,525887307,b,mandalay,Member,male,7582,1,3791,79611,20190131,1319,7582,3791,58,5,13,004761904619295504,yes,low,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,549239016,c,naypyitaw,Member,female,1487,2,1487,31227,20190213,1815,2974,1487,89,4,18,0047619048346191815,yes,low,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,450423339,c,naypyitaw,Normal,male,8461,10,42305,888405,20190209,1858,8461,42305,88,7,18,004761904639222712,yes,high,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
